"district_no","district","nuts_id","year","var","measure","value","outlier"
"03461","Wesermarsch, Landkreis","DE94G",2021,"ArabLand","area",7596,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"district","area",82478,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"grain_maize","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"oats","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"potat_tot","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"rye","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"sb","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"silage_maize","yield",38.86,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"sugarbeet","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"triticale","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"wb","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"wrape","yield",NA,0
"03461","Wesermarsch, Landkreis","DE94G",2021,"ww","yield",7.23,0
"03462","Wittmund, Landkreis","DE94H",1979,"ArabLand","area",13446.2744,0
"03462","Wittmund, Landkreis","DE94H",1979,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1979,"grain_maize","area",25.5957,0
"03462","Wittmund, Landkreis","DE94H",1979,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1979,"oats","area",2177.6034,0
"03462","Wittmund, Landkreis","DE94H",1979,"oats","yield",3.91,0
"03462","Wittmund, Landkreis","DE94H",1979,"potat_tot","area",353.7457,0
"03462","Wittmund, Landkreis","DE94H",1979,"potat_tot","yield",24.61,0
"03462","Wittmund, Landkreis","DE94H",1979,"rye","area",710.1166,0
"03462","Wittmund, Landkreis","DE94H",1979,"rye","yield",3.15,0
"03462","Wittmund, Landkreis","DE94H",1979,"sb","area",574.2625,0
"03462","Wittmund, Landkreis","DE94H",1979,"sb","yield",3.35,0
"03462","Wittmund, Landkreis","DE94H",1979,"silage_maize","area",843.3455,0
"03462","Wittmund, Landkreis","DE94H",1979,"silage_maize","yield",41.77,0
"03462","Wittmund, Landkreis","DE94H",1979,"sugarbeet","area",10.5008,0
"03462","Wittmund, Landkreis","DE94H",1979,"sugarbeet","yield",42.63,0
"03462","Wittmund, Landkreis","DE94H",1979,"wb","area",1686.0347,0
"03462","Wittmund, Landkreis","DE94H",1979,"wb","yield",4.09,0
"03462","Wittmund, Landkreis","DE94H",1979,"wrape","area",255.3007,0
"03462","Wittmund, Landkreis","DE94H",1979,"wrape","yield",2.05,0
"03462","Wittmund, Landkreis","DE94H",1979,"ww","area",4145.1908,0
"03462","Wittmund, Landkreis","DE94H",1979,"ww","yield",5.34,0
"03462","Wittmund, Landkreis","DE94H",1980,"ArabLand","area",13960,0
"03462","Wittmund, Landkreis","DE94H",1980,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1980,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1980,"oats","yield",3.77,0
"03462","Wittmund, Landkreis","DE94H",1980,"potat_tot","yield",24.84,0
"03462","Wittmund, Landkreis","DE94H",1980,"rye","yield",3.45,0
"03462","Wittmund, Landkreis","DE94H",1980,"sb","yield",3.76,0
"03462","Wittmund, Landkreis","DE94H",1980,"silage_maize","yield",44.1,0
"03462","Wittmund, Landkreis","DE94H",1980,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1980,"wb","yield",5.02,0
"03462","Wittmund, Landkreis","DE94H",1980,"wrape","yield",3.02,0
"03462","Wittmund, Landkreis","DE94H",1980,"ww","yield",5.03,0
"03462","Wittmund, Landkreis","DE94H",1981,"ArabLand","area",13608,0
"03462","Wittmund, Landkreis","DE94H",1981,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1981,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1981,"oats","yield",3.31,0
"03462","Wittmund, Landkreis","DE94H",1981,"potat_tot","yield",25.8,0
"03462","Wittmund, Landkreis","DE94H",1981,"rye","yield",3.31,0
"03462","Wittmund, Landkreis","DE94H",1981,"sb","yield",4.47,0
"03462","Wittmund, Landkreis","DE94H",1981,"silage_maize","yield",51,0
"03462","Wittmund, Landkreis","DE94H",1981,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1981,"wb","yield",6.59,0
"03462","Wittmund, Landkreis","DE94H",1981,"wrape","yield",3.08,0
"03462","Wittmund, Landkreis","DE94H",1981,"ww","yield",6.69,0
"03462","Wittmund, Landkreis","DE94H",1982,"ArabLand","area",13214,0
"03462","Wittmund, Landkreis","DE94H",1982,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1982,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1982,"oats","yield",4.61,0
"03462","Wittmund, Landkreis","DE94H",1982,"potat_tot","yield",31.2046476747142,0
"03462","Wittmund, Landkreis","DE94H",1982,"rye","yield",3.71,0
"03462","Wittmund, Landkreis","DE94H",1982,"sb","yield",4.35,0
"03462","Wittmund, Landkreis","DE94H",1982,"silage_maize","yield",49.02,0
"03462","Wittmund, Landkreis","DE94H",1982,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1982,"wb","yield",5.07,0
"03462","Wittmund, Landkreis","DE94H",1982,"wrape","yield",3.48,0
"03462","Wittmund, Landkreis","DE94H",1982,"ww","yield",6.72,0
"03462","Wittmund, Landkreis","DE94H",1983,"ArabLand","area",12770,0
"03462","Wittmund, Landkreis","DE94H",1983,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1983,"grain_maize","area",124,0
"03462","Wittmund, Landkreis","DE94H",1983,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1983,"oats","area",2073,0
"03462","Wittmund, Landkreis","DE94H",1983,"oats","yield",3.11,0
"03462","Wittmund, Landkreis","DE94H",1983,"potat_tot","area",429,0
"03462","Wittmund, Landkreis","DE94H",1983,"potat_tot","yield",23.7,0
"03462","Wittmund, Landkreis","DE94H",1983,"rye","area",610,0
"03462","Wittmund, Landkreis","DE94H",1983,"rye","yield",3.49,0
"03462","Wittmund, Landkreis","DE94H",1983,"sb","area",280,0
"03462","Wittmund, Landkreis","DE94H",1983,"sb","yield",3.09,0
"03462","Wittmund, Landkreis","DE94H",1983,"silage_maize","area",1232,0
"03462","Wittmund, Landkreis","DE94H",1983,"silage_maize","yield",39.8,0
"03462","Wittmund, Landkreis","DE94H",1983,"sugarbeet","area",1,0
"03462","Wittmund, Landkreis","DE94H",1983,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1983,"wb","area",1785,0
"03462","Wittmund, Landkreis","DE94H",1983,"wb","yield",4.48,0
"03462","Wittmund, Landkreis","DE94H",1983,"wrape","area",452,0
"03462","Wittmund, Landkreis","DE94H",1983,"wrape","yield",2.93,0
"03462","Wittmund, Landkreis","DE94H",1983,"ww","area",3412,0
"03462","Wittmund, Landkreis","DE94H",1983,"ww","yield",5.88,0
"03462","Wittmund, Landkreis","DE94H",1984,"ArabLand","area",12629,0
"03462","Wittmund, Landkreis","DE94H",1984,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1984,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1984,"oats","yield",4.06,0
"03462","Wittmund, Landkreis","DE94H",1984,"potat_tot","yield",24.4337070706981,0
"03462","Wittmund, Landkreis","DE94H",1984,"rye","yield",3.43,0
"03462","Wittmund, Landkreis","DE94H",1984,"sb","yield",3.65,0
"03462","Wittmund, Landkreis","DE94H",1984,"silage_maize","yield",37.07,0
"03462","Wittmund, Landkreis","DE94H",1984,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1984,"wb","yield",5.06,0
"03462","Wittmund, Landkreis","DE94H",1984,"wrape","yield",2.93,0
"03462","Wittmund, Landkreis","DE94H",1984,"ww","yield",6.28,0
"03462","Wittmund, Landkreis","DE94H",1985,"ArabLand","area",12738,0
"03462","Wittmund, Landkreis","DE94H",1985,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1985,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1985,"oats","yield",4.41,0
"03462","Wittmund, Landkreis","DE94H",1985,"potat_tot","yield",35.1349843298503,0
"03462","Wittmund, Landkreis","DE94H",1985,"rye","yield",3.49,0
"03462","Wittmund, Landkreis","DE94H",1985,"sb","yield",3.88,0
"03462","Wittmund, Landkreis","DE94H",1985,"silage_maize","yield",39.25,0
"03462","Wittmund, Landkreis","DE94H",1985,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1985,"wb","yield",5.49,0
"03462","Wittmund, Landkreis","DE94H",1985,"wrape","yield",3.16,0
"03462","Wittmund, Landkreis","DE94H",1985,"ww","yield",5.82,0
"03462","Wittmund, Landkreis","DE94H",1986,"ArabLand","area",12592,0
"03462","Wittmund, Landkreis","DE94H",1986,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1986,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1986,"oats","yield",4.67,0
"03462","Wittmund, Landkreis","DE94H",1986,"potat_tot","yield",33.71,0
"03462","Wittmund, Landkreis","DE94H",1986,"rye","yield",3.82,0
"03462","Wittmund, Landkreis","DE94H",1986,"sb","yield",4.63,0
"03462","Wittmund, Landkreis","DE94H",1986,"silage_maize","yield",40.33,0
"03462","Wittmund, Landkreis","DE94H",1986,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1986,"wb","yield",5.07,0
"03462","Wittmund, Landkreis","DE94H",1986,"wrape","yield",2.76,0
"03462","Wittmund, Landkreis","DE94H",1986,"ww","yield",7.63,0
"03462","Wittmund, Landkreis","DE94H",1987,"ArabLand","area",12859,0
"03462","Wittmund, Landkreis","DE94H",1987,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1987,"grain_maize","area",24,0
"03462","Wittmund, Landkreis","DE94H",1987,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1987,"oats","area",1661,0
"03462","Wittmund, Landkreis","DE94H",1987,"oats","yield",4.23,0
"03462","Wittmund, Landkreis","DE94H",1987,"potat_tot","area",426,0
"03462","Wittmund, Landkreis","DE94H",1987,"potat_tot","yield",27.58,0
"03462","Wittmund, Landkreis","DE94H",1987,"rye","area",510,0
"03462","Wittmund, Landkreis","DE94H",1987,"rye","yield",3.29,0
"03462","Wittmund, Landkreis","DE94H",1987,"sb","area",220,0
"03462","Wittmund, Landkreis","DE94H",1987,"sb","yield",4,0
"03462","Wittmund, Landkreis","DE94H",1987,"silage_maize","area",2142,0
"03462","Wittmund, Landkreis","DE94H",1987,"silage_maize","yield",33.47,0
"03462","Wittmund, Landkreis","DE94H",1987,"sugarbeet","area",2,0
"03462","Wittmund, Landkreis","DE94H",1987,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1987,"wb","area",1658,0
"03462","Wittmund, Landkreis","DE94H",1987,"wb","yield",4.28,0
"03462","Wittmund, Landkreis","DE94H",1987,"wrape","area",656,0
"03462","Wittmund, Landkreis","DE94H",1987,"wrape","yield",2.66,0
"03462","Wittmund, Landkreis","DE94H",1987,"ww","area",3523,0
"03462","Wittmund, Landkreis","DE94H",1987,"ww","yield",5.48,0
"03462","Wittmund, Landkreis","DE94H",1988,"ArabLand","area",12420,0
"03462","Wittmund, Landkreis","DE94H",1988,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1988,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1988,"oats","yield",3.75,0
"03462","Wittmund, Landkreis","DE94H",1988,"potat_tot","yield",30.32,0
"03462","Wittmund, Landkreis","DE94H",1988,"rye","yield",3.49,0
"03462","Wittmund, Landkreis","DE94H",1988,"sb","yield",3.56,0
"03462","Wittmund, Landkreis","DE94H",1988,"silage_maize","yield",39.31,0
"03462","Wittmund, Landkreis","DE94H",1988,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1988,"wb","yield",5.65,0
"03462","Wittmund, Landkreis","DE94H",1988,"wrape","yield",2.7,0
"03462","Wittmund, Landkreis","DE94H",1988,"ww","yield",6.31,0
"03462","Wittmund, Landkreis","DE94H",1989,"ArabLand","area",12922,0
"03462","Wittmund, Landkreis","DE94H",1989,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1989,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1989,"oats","yield",3.12,0
"03462","Wittmund, Landkreis","DE94H",1989,"potat_tot","yield",35.57,0
"03462","Wittmund, Landkreis","DE94H",1989,"rye","yield",3.97,0
"03462","Wittmund, Landkreis","DE94H",1989,"sb","yield",3.49,0
"03462","Wittmund, Landkreis","DE94H",1989,"silage_maize","yield",42.55,0
"03462","Wittmund, Landkreis","DE94H",1989,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1989,"wb","yield",6.39,0
"03462","Wittmund, Landkreis","DE94H",1989,"wrape","yield",2.89,0
"03462","Wittmund, Landkreis","DE94H",1989,"ww","yield",5.24,0
"03462","Wittmund, Landkreis","DE94H",1990,"ArabLand","area",12963,0
"03462","Wittmund, Landkreis","DE94H",1990,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1990,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1990,"oats","yield",4.19,0
"03462","Wittmund, Landkreis","DE94H",1990,"potat_tot","yield",30.57,0
"03462","Wittmund, Landkreis","DE94H",1990,"rye","yield",4.05,0
"03462","Wittmund, Landkreis","DE94H",1990,"sb","yield",3.9,0
"03462","Wittmund, Landkreis","DE94H",1990,"silage_maize","yield",37.68,0
"03462","Wittmund, Landkreis","DE94H",1990,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1990,"wb","yield",5.55,0
"03462","Wittmund, Landkreis","DE94H",1990,"wrape","yield",2.93,0
"03462","Wittmund, Landkreis","DE94H",1990,"ww","yield",6.4,0
"03462","Wittmund, Landkreis","DE94H",1991,"ArabLand","area",12905,0
"03462","Wittmund, Landkreis","DE94H",1991,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1991,"grain_maize","area",38,0
"03462","Wittmund, Landkreis","DE94H",1991,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1991,"oats","area",1398,0
"03462","Wittmund, Landkreis","DE94H",1991,"oats","yield",4.86,0
"03462","Wittmund, Landkreis","DE94H",1991,"potat_tot","area",482,0
"03462","Wittmund, Landkreis","DE94H",1991,"potat_tot","yield",35.8347925311203,0
"03462","Wittmund, Landkreis","DE94H",1991,"rye","area",335,0
"03462","Wittmund, Landkreis","DE94H",1991,"rye","yield",4.11,0
"03462","Wittmund, Landkreis","DE94H",1991,"sb","area",248,0
"03462","Wittmund, Landkreis","DE94H",1991,"sb","yield",4.32,0
"03462","Wittmund, Landkreis","DE94H",1991,"silage_maize","area",2116,0
"03462","Wittmund, Landkreis","DE94H",1991,"silage_maize","yield",36.67,0
"03462","Wittmund, Landkreis","DE94H",1991,"sugarbeet","area",NA,0
"03462","Wittmund, Landkreis","DE94H",1991,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1991,"wb","area",949,0
"03462","Wittmund, Landkreis","DE94H",1991,"wb","yield",5.27,0
"03462","Wittmund, Landkreis","DE94H",1991,"wrape","area",969,0
"03462","Wittmund, Landkreis","DE94H",1991,"wrape","yield",3.14,0
"03462","Wittmund, Landkreis","DE94H",1991,"ww","area",2753,0
"03462","Wittmund, Landkreis","DE94H",1991,"ww","yield",7.79,0
"03462","Wittmund, Landkreis","DE94H",1992,"ArabLand","area",13144,0
"03462","Wittmund, Landkreis","DE94H",1992,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1992,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1992,"oats","yield",3.3,0
"03462","Wittmund, Landkreis","DE94H",1992,"potat_tot","yield",30.7716209055541,0
"03462","Wittmund, Landkreis","DE94H",1992,"rye","yield",4.16,0
"03462","Wittmund, Landkreis","DE94H",1992,"sb","yield",3.58,0
"03462","Wittmund, Landkreis","DE94H",1992,"silage_maize","yield",42.21,0
"03462","Wittmund, Landkreis","DE94H",1992,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1992,"wb","yield",5.97,0
"03462","Wittmund, Landkreis","DE94H",1992,"wrape","yield",3.03,0
"03462","Wittmund, Landkreis","DE94H",1992,"ww","yield",7.97,0
"03462","Wittmund, Landkreis","DE94H",1993,"ArabLand","area",13510,0
"03462","Wittmund, Landkreis","DE94H",1993,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1993,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1993,"oats","yield",4.09,0
"03462","Wittmund, Landkreis","DE94H",1993,"potat_tot","yield",34.4446611355078,0
"03462","Wittmund, Landkreis","DE94H",1993,"rye","yield",4.4,0
"03462","Wittmund, Landkreis","DE94H",1993,"sb","yield",4.03,0
"03462","Wittmund, Landkreis","DE94H",1993,"silage_maize","yield",40.99,0
"03462","Wittmund, Landkreis","DE94H",1993,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1993,"wb","yield",5.14,0
"03462","Wittmund, Landkreis","DE94H",1993,"wrape","yield",3.1,0
"03462","Wittmund, Landkreis","DE94H",1993,"ww","yield",7.96,0
"03462","Wittmund, Landkreis","DE94H",1994,"ArabLand","area",13711,0
"03462","Wittmund, Landkreis","DE94H",1994,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1994,"grain_maize","yield",6.43,0
"03462","Wittmund, Landkreis","DE94H",1994,"oats","yield",4.08,0
"03462","Wittmund, Landkreis","DE94H",1994,"potat_tot","yield",34.5711613923174,0
"03462","Wittmund, Landkreis","DE94H",1994,"rye","yield",4.07,0
"03462","Wittmund, Landkreis","DE94H",1994,"sb","yield",4.2,0
"03462","Wittmund, Landkreis","DE94H",1994,"silage_maize","yield",43.94,0
"03462","Wittmund, Landkreis","DE94H",1994,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1994,"wb","yield",5.11,0
"03462","Wittmund, Landkreis","DE94H",1994,"wrape","yield",2.13,0
"03462","Wittmund, Landkreis","DE94H",1994,"ww","yield",7.61,0
"03462","Wittmund, Landkreis","DE94H",1995,"ArabLand","area",13377,0
"03462","Wittmund, Landkreis","DE94H",1995,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1995,"grain_maize","area",59,0
"03462","Wittmund, Landkreis","DE94H",1995,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1995,"oats","area",983,0
"03462","Wittmund, Landkreis","DE94H",1995,"oats","yield",4.46,0
"03462","Wittmund, Landkreis","DE94H",1995,"potat_tot","area",586,0
"03462","Wittmund, Landkreis","DE94H",1995,"potat_tot","yield",34.4511774744027,0
"03462","Wittmund, Landkreis","DE94H",1995,"rye","area",306,0
"03462","Wittmund, Landkreis","DE94H",1995,"rye","yield",5.21,0
"03462","Wittmund, Landkreis","DE94H",1995,"sb","area",379,0
"03462","Wittmund, Landkreis","DE94H",1995,"sb","yield",4.17,0
"03462","Wittmund, Landkreis","DE94H",1995,"silage_maize","area",2963,0
"03462","Wittmund, Landkreis","DE94H",1995,"silage_maize","yield",40.89,0
"03462","Wittmund, Landkreis","DE94H",1995,"sugarbeet","area",NA,0
"03462","Wittmund, Landkreis","DE94H",1995,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1995,"wb","area",832,0
"03462","Wittmund, Landkreis","DE94H",1995,"wb","yield",6.08,0
"03462","Wittmund, Landkreis","DE94H",1995,"wrape","area",226,0
"03462","Wittmund, Landkreis","DE94H",1995,"wrape","yield",2.6,0
"03462","Wittmund, Landkreis","DE94H",1995,"ww","area",3563,0
"03462","Wittmund, Landkreis","DE94H",1995,"ww","yield",8.35,0
"03462","Wittmund, Landkreis","DE94H",1996,"ArabLand","area",13299,0
"03462","Wittmund, Landkreis","DE94H",1996,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1996,"grain_maize","yield",7.18,0
"03462","Wittmund, Landkreis","DE94H",1996,"oats","yield",5.36,0
"03462","Wittmund, Landkreis","DE94H",1996,"potat_tot","yield",37.4814379508099,0
"03462","Wittmund, Landkreis","DE94H",1996,"rye","yield",5.37,0
"03462","Wittmund, Landkreis","DE94H",1996,"sb","yield",5,0
"03462","Wittmund, Landkreis","DE94H",1996,"silage_maize","yield",39.62,0
"03462","Wittmund, Landkreis","DE94H",1996,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1996,"wb","yield",5.65,0
"03462","Wittmund, Landkreis","DE94H",1996,"wrape","yield",2.87,0
"03462","Wittmund, Landkreis","DE94H",1996,"ww","yield",8.38,0
"03462","Wittmund, Landkreis","DE94H",1997,"ArabLand","area",13221,0
"03462","Wittmund, Landkreis","DE94H",1997,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1997,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1997,"oats","yield",4.79,0
"03462","Wittmund, Landkreis","DE94H",1997,"potat_tot","yield",39.49,0
"03462","Wittmund, Landkreis","DE94H",1997,"rye","yield",5.84,0
"03462","Wittmund, Landkreis","DE94H",1997,"sb","yield",4.5,0
"03462","Wittmund, Landkreis","DE94H",1997,"silage_maize","yield",45.11,0
"03462","Wittmund, Landkreis","DE94H",1997,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1997,"wb","yield",6.13,0
"03462","Wittmund, Landkreis","DE94H",1997,"wrape","yield",2.82,0
"03462","Wittmund, Landkreis","DE94H",1997,"ww","yield",8.6,0
"03462","Wittmund, Landkreis","DE94H",1998,"ArabLand","area",13581,0
"03462","Wittmund, Landkreis","DE94H",1998,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1998,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1998,"oats","yield",3.94,0
"03462","Wittmund, Landkreis","DE94H",1998,"potat_tot","yield",31.77,0
"03462","Wittmund, Landkreis","DE94H",1998,"rye","yield",4.52,0
"03462","Wittmund, Landkreis","DE94H",1998,"sb","yield",3.94,0
"03462","Wittmund, Landkreis","DE94H",1998,"silage_maize","yield",33.68,0
"03462","Wittmund, Landkreis","DE94H",1998,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1998,"wb","yield",5.41,0
"03462","Wittmund, Landkreis","DE94H",1998,"wrape","yield",2.48,0
"03462","Wittmund, Landkreis","DE94H",1998,"ww","yield",7.09,0
"03462","Wittmund, Landkreis","DE94H",1999,"ArabLand","area",13548,0
"03462","Wittmund, Landkreis","DE94H",1999,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",1999,"grain_maize","area",51.32,0
"03462","Wittmund, Landkreis","DE94H",1999,"grain_maize","yield",8.191457376119,0
"03462","Wittmund, Landkreis","DE94H",1999,"oats","area",1041,0
"03462","Wittmund, Landkreis","DE94H",1999,"oats","yield",4.91,0
"03462","Wittmund, Landkreis","DE94H",1999,"potat_tot","area",683,0
"03462","Wittmund, Landkreis","DE94H",1999,"potat_tot","yield",45.15,0
"03462","Wittmund, Landkreis","DE94H",1999,"rye","area",144.99,0
"03462","Wittmund, Landkreis","DE94H",1999,"rye","yield",5.49,0
"03462","Wittmund, Landkreis","DE94H",1999,"sb","area",2388,0
"03462","Wittmund, Landkreis","DE94H",1999,"sb","yield",6.07,0
"03462","Wittmund, Landkreis","DE94H",1999,"silage_maize","area",3351,0
"03462","Wittmund, Landkreis","DE94H",1999,"silage_maize","yield",45.59,0
"03462","Wittmund, Landkreis","DE94H",1999,"sugarbeet","area",NA,0
"03462","Wittmund, Landkreis","DE94H",1999,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",1999,"triticale","area",461,0
"03462","Wittmund, Landkreis","DE94H",1999,"triticale","yield",5.41,0
"03462","Wittmund, Landkreis","DE94H",1999,"wb","area",536,0
"03462","Wittmund, Landkreis","DE94H",1999,"wb","yield",6.12,0
"03462","Wittmund, Landkreis","DE94H",1999,"wrape","area",100.8,0
"03462","Wittmund, Landkreis","DE94H",1999,"wrape","yield",3.31,0
"03462","Wittmund, Landkreis","DE94H",1999,"ww","area",1579.79,0
"03462","Wittmund, Landkreis","DE94H",1999,"ww","yield",8.56,0
"03462","Wittmund, Landkreis","DE94H",2000,"ArabLand","area",14023,0
"03462","Wittmund, Landkreis","DE94H",2000,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",2000,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2000,"oats","yield",4.84,0
"03462","Wittmund, Landkreis","DE94H",2000,"potat_tot","yield",41.55,0
"03462","Wittmund, Landkreis","DE94H",2000,"rye","yield",5.29,0
"03462","Wittmund, Landkreis","DE94H",2000,"sb","yield",5.53,0
"03462","Wittmund, Landkreis","DE94H",2000,"silage_maize","yield",45.55,0
"03462","Wittmund, Landkreis","DE94H",2000,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2000,"triticale","yield",5.41,0
"03462","Wittmund, Landkreis","DE94H",2000,"wb","yield",5.79,0
"03462","Wittmund, Landkreis","DE94H",2000,"wrape","yield",2.96,0
"03462","Wittmund, Landkreis","DE94H",2000,"ww","yield",8.42,0
"03462","Wittmund, Landkreis","DE94H",2001,"ArabLand","area",14498,0
"03462","Wittmund, Landkreis","DE94H",2001,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",2001,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2001,"oats","yield",4.7,0
"03462","Wittmund, Landkreis","DE94H",2001,"potat_tot","yield",40.72,0
"03462","Wittmund, Landkreis","DE94H",2001,"rye","yield",5.91,0
"03462","Wittmund, Landkreis","DE94H",2001,"sb","yield",5.14,0
"03462","Wittmund, Landkreis","DE94H",2001,"silage_maize","yield",44.11,0
"03462","Wittmund, Landkreis","DE94H",2001,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2001,"triticale","yield",6.03,0
"03462","Wittmund, Landkreis","DE94H",2001,"wb","yield",6.29,0
"03462","Wittmund, Landkreis","DE94H",2001,"wrape","yield",3.49,0
"03462","Wittmund, Landkreis","DE94H",2001,"ww","yield",8.52,0
"03462","Wittmund, Landkreis","DE94H",2002,"ArabLand","area",14767.5,0
"03462","Wittmund, Landkreis","DE94H",2002,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",2002,"grain_maize","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2002,"oats","yield",3.99,0
"03462","Wittmund, Landkreis","DE94H",2002,"potat_tot","yield",33.59,0
"03462","Wittmund, Landkreis","DE94H",2002,"rye","yield",5.24,0
"03462","Wittmund, Landkreis","DE94H",2002,"sb","yield",4.43,0
"03462","Wittmund, Landkreis","DE94H",2002,"silage_maize","yield",45.9,0
"03462","Wittmund, Landkreis","DE94H",2002,"sugarbeet","yield",NA,0
"03462","Wittmund, Landkreis","DE94H",2002,"triticale","yield",5.26,0
"03462","Wittmund, Landkreis","DE94H",2002,"wb","yield",5.19,0
"03462","Wittmund, Landkreis","DE94H",2002,"wrape","yield",2.76,0
"03462","Wittmund, Landkreis","DE94H",2002,"ww","yield",6.82,0
"03462","Wittmund, Landkreis","DE94H",2003,"ArabLand","area",15037,0
"03462","Wittmund, Landkreis","DE94H",2003,"district","area",65686,0
"03462","Wittmund, Landkreis","DE94H",2003,"grain_maize","area",77.73,0
"03462","Wittmund, Landkreis","DE94H",2003,"grain_maize","yield",NA,0
