district_no,year,yield,state_name,latitude,longitude,pflanzliche_erzeugung,zuckerrben,dngemittel,energie_und_schmierstoffe,pflanzenschutzmittel,saat_und_pflanzgut,Field_ha,Harvested_t,Yield_dt/ha,kreisYield,kreisField_ha,temp_mean_early_growth,national_campaign_start_day_of_year,national_campaign_end_day_of_year,national_campaign_duration,producer_price_index,fertilizer_price_index,energy_price_index,precip_total_peak_growth,temp_mean_peak_growth,heat_stress_days_peak_growth,solar_rad_peak_growth,avg_elevation,avg_soil_pawc,pflanzliche_erzeugung_lag1,zuckerrben_lag1,dngemittel_lag1,pflanzenschutzmittel_lag1,saat_und_pflanzgut_lag1,energie_und_schmierstoffe_lag1,winter_temp_anomaly,winter_precip_anomaly
03459,2018,74.87,Niedersachsen,52.38074621622671,8.045334869657212,102.7,95.4,96.925,109.125,99.125,98.025,103400.0,7202700.0,696.3,74.87,11118.135845012011,17.263254,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,108.491196,18.66738,11.0,16699275.0,74.81949659993606,51.725908423046015,93.1,96.7,94.2,99.3,96.425,101.7,-0.8898641303682098,-0.026947554365683857
03459,2019,87.25,Niedersachsen,52.38074621622671,8.045334869657212,101.9,90.0,102.65,110.55,99.1,100.5,103400.0,7668800.0,741.7,87.25,12163.475782441046,15.5373955,258.0,15.0,121.0,90.0,102.65,110.55,206.962,17.683931,7.0,14937554.0,74.81949659993606,51.725908423046015,102.7,95.4,96.925,99.125,98.025,109.125,0.38455995914000596,-0.16959012752832414
03459,2020,83.5,Niedersachsen,52.38074621622671,8.045334869657212,100.0,100.0,100.0,100.0,100.025,100.025,99300.0,7861900.0,791.6,83.5,10474.418885201592,14.997797,269.0,8.0,105.0,100.0,100.0,100.0,196.8384,17.486021,7.0,14363834.0,74.81949659993606,51.725908423046015,101.9,90.0,102.65,99.1,100.5,110.55,0.5853541460449492,0.21999148492356646
03459,2021,79.08,Niedersachsen,52.38074621622671,8.045334869657212,114.3,105.1,114.25,118.325,101.675,103.975,97600.0,7966100.0,816.2,79.08,9456.270510345172,14.941502,257.0,22.0,129.0,105.1,114.25,118.325,254.794,17.071226,0.0,13870780.0,74.81949659993606,51.725908423046015,100.0,100.0,100.0,100.025,100.025,100.0,-0.22786583605864053,0.06741589057790054
05116,2019,81.48,Nordrhein-Westfalen,51.16722370431317,6.41058420680497,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,81.48,6431.2045701701,15.573841,258.0,15.0,121.0,90.0,102.65,110.55,197.06003,18.07935,6.0,15803306.0,67.46764971525674,41.93910841738373,102.7,95.4,96.925,99.125,98.025,109.125,0.24875529512524963,-0.15548364352768806
05116,2020,80.65,Nordrhein-Westfalen,51.16722370431317,6.41058420680497,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,80.65,5140.106844575605,15.579606,269.0,8.0,105.0,100.0,100.0,100.0,161.19,18.475744,11.0,15132314.0,67.46764971525674,41.93910841738373,101.9,90.0,102.65,99.1,100.5,110.55,0.43000512228798016,0.30243482095341356
05116,2021,83.61,Nordrhein-Westfalen,51.16722370431317,6.41058420680497,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,83.61,5296.958341737302,15.238665,257.0,22.0,129.0,105.1,114.25,118.325,323.25,17.186462,0.0,14266618.0,67.46764971525674,41.93910841738373,100.0,100.0,100.0,100.025,100.025,100.0,-0.09785661582083094,0.05120784169943304
05154,2018,66.15,Nordrhein-Westfalen,51.65091108136289,6.260013276365838,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,66.15,6360.378671715165,17.325016,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,116.459236,18.976862,9.0,17135412.0,25.55769146043866,43.19994338091747,93.1,96.7,94.2,99.3,96.425,101.7,-0.7546862610857374,-0.012687773909070277
05154,2019,75.28,Nordrhein-Westfalen,51.65091108136289,6.260013276365838,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,75.28,5941.839470328978,15.578395,258.0,15.0,121.0,90.0,102.65,110.55,209.67462,17.958036,6.0,15600818.0,25.55769146043866,43.19994338091747,102.7,95.4,96.925,99.125,98.025,109.125,0.20934685730617275,-0.19202770833109684
05154,2020,74.25,Nordrhein-Westfalen,51.65091108136289,6.260013276365838,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,74.25,4732.212439054416,15.5532675,269.0,8.0,105.0,100.0,100.0,100.0,187.75768,18.030188,10.0,14924093.0,25.55769146043866,43.19994338091747,101.9,90.0,102.65,99.1,100.5,110.55,0.47364369023358677,0.22826210862571927
05154,2021,84.71,Nordrhein-Westfalen,51.65091108136289,6.260013276365838,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,84.71,5366.646826080215,15.268421,257.0,22.0,129.0,105.1,114.25,118.325,259.63,17.328062,0.0,14200711.0,25.55769146043866,43.19994338091747,100.0,100.0,100.0,100.025,100.025,100.0,-0.18821497176395496,0.08958594446515411
05162,2018,69.39,Nordrhein-Westfalen,51.14336080957735,6.648202519490579,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,69.39,6671.907422982846,17.465399,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,120.41,19.487045,10.0,17286078.0,52.37456553622641,42.423848760014735,93.1,96.7,94.2,99.3,96.425,101.7,-0.7635609111670192,-0.05205709470285447
05162,2019,79.62,Nordrhein-Westfalen,51.14336080957735,6.648202519490579,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,79.62,6284.395040217763,15.77841,258.0,15.0,121.0,90.0,102.65,110.55,199.13998,18.2511,7.0,15687651.0,52.37456553622641,42.423848760014735,102.7,95.4,96.925,99.125,98.025,109.125,0.2648960051784002,-0.15617718479332465
05162,2020,78.8,Nordrhein-Westfalen,51.14336080957735,6.648202519490579,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,78.8,5022.199867979635,15.79829,269.0,8.0,105.0,100.0,100.0,100.0,161.71,18.67703,11.0,15033988.0,52.37456553622641,42.423848760014735,101.9,90.0,102.65,99.1,100.5,110.55,0.4346835498332098,0.3088871287366375
05162,2021,93.15,Nordrhein-Westfalen,51.14336080957735,6.648202519490579,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,93.15,5901.347560493119,15.416609,257.0,22.0,129.0,105.1,114.25,118.325,337.455,17.355919,0.0,14164604.0,52.37456553622641,42.423848760014735,100.0,100.0,100.0,100.025,100.025,100.0,-0.10112699901958422,0.04793801979587897
05166,2018,71.28,Nordrhein-Westfalen,51.28234059804309,6.325370833131204,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,71.28,6853.6325278889935,17.298653,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,119.53286,19.221106,10.0,17224138.0,48.98895390569765,41.116174446336814,93.1,96.7,94.2,99.3,96.425,101.7,-0.7509415518447327,-0.04434518834256751
05166,2019,71.3,Nordrhein-Westfalen,51.28234059804309,6.325370833131204,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,71.3,5627.698648172902,15.638794,258.0,15.0,121.0,90.0,102.65,110.55,204.1857,18.117481,6.0,15757582.0,48.98895390569765,41.116174446336814,102.7,95.4,96.925,99.125,98.025,109.125,0.22750153734733658,-0.15570759563764147
05166,2021,85.62,Nordrhein-Westfalen,51.28234059804309,6.325370833131204,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,85.62,5424.298208582081,15.325198,257.0,22.0,129.0,105.1,114.25,118.325,300.85855,17.269472,0.0,14241611.0,48.98895390569765,41.116174446336814,101.9,90.0,102.65,99.1,100.5,110.55,-0.09968701913271616,0.05152727413918501
05170,2018,43.37,Nordrhein-Westfalen,51.62654482427013,6.619573969467336,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,43.37,4170.062327925724,17.491425,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,116.42399,19.172474,10.0,17140488.0,31.455906099143768,42.85644848180261,93.1,96.7,94.2,99.3,96.425,101.7,-0.7464986690959563,-0.028843737582071594
05170,2019,68.89,Nordrhein-Westfalen,51.62654482427013,6.619573969467336,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,68.89,5437.4776980733695,15.753157,258.0,15.0,121.0,90.0,102.65,110.55,198.14401,18.09738,6.0,15521686.0,31.455906099143768,42.85644848180261,102.7,95.4,96.925,99.125,98.025,109.125,0.24028706942675626,-0.1872992127607248
05334,2018,72.23,Nordrhein-Westfalen,50.72702821582472,6.217109872752223,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,72.23,6944.975834587851,15.804673,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,138.12366,18.000092,6.0,17316116.0,307.8268428732844,66.01130205590341,93.1,96.7,94.2,99.3,96.425,101.7,-0.9132337882958836,-0.024296751917555537
05334,2019,85.63,Nordrhein-Westfalen,50.72702821582472,6.217109872752223,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,85.63,6758.763467644399,14.238181,258.0,15.0,121.0,90.0,102.65,110.55,210.14545,16.973272,5.0,16096698.0,307.8268428732844,66.01130205590341,102.7,95.4,96.925,99.125,98.025,109.125,0.31695310826597733,-0.04904716238609874
05334,2020,92.29,Nordrhein-Westfalen,50.72702821582472,6.217109872752223,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,92.29,5881.964794617266,14.268549,269.0,8.0,105.0,100.0,100.0,100.0,174.37183,17.504908,8.0,15271339.0,307.8268428732844,66.01130205590341,101.9,90.0,102.65,99.1,100.5,110.55,0.49607490006616217,0.2543186738299268
05334,2021,86.27,Nordrhein-Westfalen,50.72702821582472,6.217109872752223,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,86.27,5465.477767511985,13.909346,257.0,22.0,129.0,105.1,114.25,118.325,379.47815,16.001118,0.0,14329106.0,307.8268428732844,66.01130205590341,100.0,100.0,100.0,100.025,100.025,100.0,-0.004360926130857479,0.044908635814585374
05358,2018,57.25,Nordrhein-Westfalen,50.817382686166845,6.44511447805067,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,57.25,5504.636114220607,16.853287,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,119.95545,19.185797,10.0,17488698.0,172.0221120671608,51.23521929115644,93.1,96.7,94.2,99.3,96.425,101.7,-0.7929417446705429,-0.04929196324525198
05358,2019,76.73,Nordrhein-Westfalen,50.817382686166845,6.44511447805067,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,76.73,6056.28775980795,15.366372,258.0,15.0,121.0,90.0,102.65,110.55,198.9909,18.120413,7.0,16139635.0,172.0221120671608,51.23521929115644,102.7,95.4,96.925,99.125,98.025,109.125,0.26507026706093484,-0.12710758809649436
05358,2020,72.21,Nordrhein-Westfalen,50.817382686166845,6.44511447805067,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,72.21,4602.196097294536,15.315435,269.0,8.0,105.0,100.0,100.0,100.0,154.07364,18.644842,12.0,15380758.0,172.0221120671608,51.23521929115644,101.9,90.0,102.65,99.1,100.5,110.55,0.43918256242915277,0.28567846659458107
05358,2021,84.88,Nordrhein-Westfalen,50.817382686166845,6.44511447805067,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,84.88,5377.416864569575,14.979446,257.0,22.0,129.0,105.1,114.25,118.325,359.58365,17.01689,0.0,14492280.0,172.0221120671608,51.23521929115644,100.0,100.0,100.0,100.025,100.025,100.0,-0.05880843964558835,0.06886541833831727
05362,2018,68.01,Nordrhein-Westfalen,50.90438067796902,6.716834255686832,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,68.01,6539.219251146612,17.355465,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,117.66818,19.621487,12.0,17457516.0,87.39634517987913,46.73351601428842,93.1,96.7,94.2,99.3,96.425,101.7,-0.7694965083225611,-0.039794435157017305
05362,2019,77.53,Nordrhein-Westfalen,50.90438067796902,6.716834255686832,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,77.53,6119.431643658417,15.807947,258.0,15.0,121.0,90.0,102.65,110.55,198.01912,18.42121,7.0,15951730.0,87.39634517987913,46.73351601428842,102.7,95.4,96.925,99.125,98.025,109.125,0.28891418665057245,-0.13332893691596792
05362,2020,88.88,Nordrhein-Westfalen,50.90438067796902,6.716834255686832,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,88.88,5664.633556675508,15.785288,269.0,8.0,105.0,100.0,100.0,100.0,148.33545,18.97721,13.0,15249814.0,87.39634517987913,46.73351601428842,101.9,90.0,102.65,99.1,100.5,110.55,0.4404198580375578,0.3061448663336097
05362,2021,93.86,Nordrhein-Westfalen,50.90438067796902,6.716834255686832,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,93.86,5946.328309478091,15.362326,257.0,22.0,129.0,105.1,114.25,118.325,369.12366,17.28941,0.0,14371981.0,87.39634517987913,46.73351601428842,100.0,100.0,100.0,100.025,100.025,100.0,-0.07884401895216797,0.06313963588876481
05366,2018,50.66,Nordrhein-Westfalen,50.53627953109914,6.644175820196566,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,50.66,4871.002018278007,15.214985,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,135.54706,17.461517,5.0,17756034.0,400.8587965279651,62.31806896521423,93.1,96.7,94.2,99.3,96.425,101.7,-0.8841387621989725,-0.034169706332007
05366,2019,65.94,Nordrhein-Westfalen,50.53627953109914,6.644175820196566,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,65.94,5204.634626374771,13.803688,258.0,15.0,121.0,90.0,102.65,110.55,224.19528,16.454956,4.0,16580191.0,400.8587965279651,62.31806896521423,102.7,95.4,96.925,99.125,98.025,109.125,0.317656273221246,-0.09416423097238324
05366,2020,64.62,Nordrhein-Westfalen,50.53627953109914,6.644175820196566,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,64.62,4118.458825746752,13.598076,269.0,8.0,105.0,100.0,100.0,100.0,179.72176,17.023085,5.0,15684077.0,400.8587965279651,62.31806896521423,101.9,90.0,102.65,99.1,100.5,110.55,0.4885819413256627,0.2630961509089671
05366,2021,79.5,Nordrhein-Westfalen,50.53627953109914,6.644175820196566,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,79.5,5036.576822965142,13.348355,257.0,22.0,129.0,105.1,114.25,118.325,391.06354,15.464084,0.0,14724519.0,400.8587965279651,62.31806896521423,100.0,100.0,100.0,100.025,100.025,100.0,-0.056639909496709606,0.066343259427186
05370,2018,72.54,Nordrhein-Westfalen,51.04958349827371,6.164501004744539,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,72.54,6974.782597826425,17.137823,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,123.185,19.186296,10.0,17260726.0,72.57404322677954,43.13673419738953,93.1,96.7,94.2,99.3,96.425,101.7,-0.7668501343883918,-0.03821251989807739
05370,2019,75.87,Nordrhein-Westfalen,51.04958349827371,6.164501004744539,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,75.87,5988.4080846686975,15.521713,258.0,15.0,121.0,90.0,102.65,110.55,199.81334,18.119019,7.0,15911374.0,72.57404322677954,43.13673419738953,102.7,95.4,96.925,99.125,98.025,109.125,0.23634892913634076,-0.12172216001116443
05370,2020,88.64,Nordrhein-Westfalen,51.04958349827371,6.164501004744539,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,88.64,5649.337516468464,15.596126,269.0,8.0,105.0,100.0,100.0,100.0,160.15332,18.521252,12.0,15181621.0,72.57404322677954,43.13673419738953,101.9,90.0,102.65,99.1,100.5,110.55,0.42944481705097814,0.2769994637636801
05370,2021,84.49,Nordrhein-Westfalen,51.04958349827371,6.164501004744539,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,84.49,5352.709129211633,15.225126,257.0,22.0,129.0,105.1,114.25,118.325,314.3883,17.18919,0.0,14301436.0,72.57404322677954,43.13673419738953,100.0,100.0,100.0,100.025,100.025,100.0,-0.06319009936919429,0.050653955524446515
05382,2018,46.43,Nordrhein-Westfalen,50.76007594778134,7.234547664631009,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,46.43,4464.2839263452015,17.022877,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,124.742004,19.119108,11.0,17618604.0,171.6456726666031,57.84951835677244,93.1,96.7,94.2,99.3,96.425,101.7,-0.7753497089286725,-0.033066747000292995
05382,2019,65.63,Nordrhein-Westfalen,50.76007594778134,7.234547664631009,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,65.63,5180.166371382715,15.427394,258.0,15.0,121.0,90.0,102.65,110.55,215.614,17.869516,6.0,16116298.0,171.6456726666031,57.84951835677244,102.7,95.4,96.925,99.125,98.025,109.125,0.32622101197966913,-0.1044798963015191
05382,2020,56.73,Nordrhein-Westfalen,50.76007594778134,7.234547664631009,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,56.73,3615.601503940162,15.227556,269.0,8.0,105.0,100.0,100.0,100.0,163.00867,18.383533,8.0,15329582.0,171.6456726666031,57.84951835677244,101.9,90.0,102.65,99.1,100.5,110.55,0.4945458573796486,0.2785471770630794
05382,2021,90.45,Nordrhein-Westfalen,50.76007594778134,7.234547664631009,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,90.45,5730.294008015057,14.886347,257.0,22.0,129.0,105.1,114.25,118.325,371.274,16.789198,0.0,14423388.0,171.6456726666031,57.84951835677244,100.0,100.0,100.0,100.025,100.025,100.0,-0.12675115197168907,0.015938190715595324
05554,2018,48.1,Nordrhein-Westfalen,51.960689049997015,6.899273249584556,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,48.1,4624.855844436877,17.545769,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,114.861176,18.903593,10.0,16997018.0,52.380458202545015,41.98573116093186,93.1,96.7,94.2,99.3,96.425,101.7,-0.8106246923485401,-0.015083016539140792
05554,2019,47.62,Nordrhein-Westfalen,51.960689049997015,6.899273249584556,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,47.62,3758.639686199069,15.656189,258.0,15.0,121.0,90.0,102.65,110.55,205.81235,17.823488,7.0,15379574.0,52.380458202545015,41.98573116093186,102.7,95.4,96.925,99.125,98.025,109.125,0.3075952507301736,-0.18341041145051296
05554,2020,76.94,Nordrhein-Westfalen,51.960689049997015,6.899273249584556,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,76.94,4903.65555637504,15.357826,269.0,8.0,105.0,100.0,100.0,100.0,187.02292,17.768623,10.0,14505245.0,52.380458202545015,41.98573116093186,101.9,90.0,102.65,99.1,100.5,110.55,0.545448178534798,0.16834910276850734
05554,2021,87.92,Nordrhein-Westfalen,51.960689049997015,6.899273249584556,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,87.92,5570.010494026356,15.176972,257.0,22.0,129.0,105.1,114.25,118.325,264.53647,17.171522,0.0,14005485.0,52.380458202545015,41.98573116093186,100.0,100.0,100.0,100.025,100.025,100.0,-0.23103856854066862,0.0836955745485457
05566,2019,49.93,Nordrhein-Westfalen,52.21105047041336,7.579331160399973,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,49.93,3940.967650817293,15.656019,258.0,15.0,121.0,90.0,102.65,110.55,204.1025,17.816452,11.0,15108657.0,60.48607477092469,47.07922651899528,93.1,96.7,94.2,99.3,96.425,101.7,0.36566727619214134,-0.18138619760919594
05754,2020,63.58,Nordrhein-Westfalen,51.93183571858522,8.35167714423749,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,63.58,4052.1759848495594,15.189119,269.0,8.0,105.0,100.0,100.0,100.0,198.65666,17.703562,6.0,14659672.0,91.19454333545588,48.81886725992208,102.7,95.4,96.925,99.125,98.025,109.125,0.6048670946009906,0.17774578049489853
05754,2021,64.53,Nordrhein-Westfalen,51.93183571858522,8.35167714423749,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,64.53,4088.179904225668,15.20011,257.0,22.0,129.0,105.1,114.25,118.325,249.37132,17.05412,0.0,13764203.0,91.19454333545588,48.81886725992208,100.0,100.0,100.0,100.025,100.025,100.0,-0.23887575714707054,0.04623190616056405
05758,2018,78.53,Nordrhein-Westfalen,52.16770087763946,8.644743950804125,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,78.53,7550.7261842750095,17.02395,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,121.724,18.605392,10.0,16983956.0,108.55503905963828,55.57771491542452,93.1,96.7,94.2,99.3,96.425,101.7,-0.889950680331367,0.008772287659718714
05758,2019,74.18,Nordrhein-Westfalen,52.16770087763946,8.644743950804125,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,74.18,5855.016630034585,15.3860445,258.0,15.0,121.0,90.0,102.65,110.55,185.86401,17.655272,8.0,14995377.0,108.55503905963828,55.57771491542452,102.7,95.4,96.925,99.125,98.025,109.125,0.37453884234730594,-0.1653593095519007
05758,2020,94.39,Nordrhein-Westfalen,52.16770087763946,8.644743950804125,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,94.39,6015.8051464289065,14.836748,269.0,8.0,105.0,100.0,100.0,100.0,199.18597,17.41465,5.0,14664267.0,108.55503905963828,55.57771491542452,101.9,90.0,102.65,99.1,100.5,110.55,0.6707880229087664,0.18963177762455086
05758,2021,85.55,Nordrhein-Westfalen,52.16770087763946,8.644743950804125,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,85.55,5419.863486851168,14.888828,257.0,22.0,129.0,105.1,114.25,118.325,233.01,16.887405,0.0,13808842.0,108.55503905963828,55.57771491542452,100.0,100.0,100.0,100.025,100.025,100.0,-0.23853677653818295,0.03716045805460766
05762,2018,63.75,Nordrhein-Westfalen,51.68395726030882,9.177196617998256,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,63.75,6129.616633739104,16.23634,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,136.02142,18.08066,10.0,17402506.0,230.2836498008996,61.2674786619333,93.1,96.7,94.2,99.3,96.425,101.7,-0.828191523181772,0.005167379664804406
05762,2019,81.5,Nordrhein-Westfalen,51.68395726030882,9.177196617998256,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,81.5,6432.7831672663615,14.634307,258.0,15.0,121.0,90.0,102.65,110.55,187.16357,16.891565,4.0,15284794.0,230.2836498008996,61.2674786619333,102.7,95.4,96.925,99.125,98.025,109.125,0.38129308091527037,-0.10688238660128702
05762,2020,85.14,Nordrhein-Westfalen,51.68395726030882,9.177196617998256,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,85.14,5426.270263449063,14.073176,269.0,8.0,105.0,100.0,100.0,100.0,211.00713,16.908588,2.0,15051969.0,230.2836498008996,61.2674786619333,101.9,90.0,102.65,99.1,100.5,110.55,0.6451792835339347,0.1686723737416893
05762,2021,81.94,Nordrhein-Westfalen,51.68395726030882,9.177196617998256,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,81.94,5191.158551871242,14.480376,257.0,22.0,129.0,105.1,114.25,118.325,278.825,16.208147,0.0,13693767.0,230.2836498008996,61.2674786619333,100.0,100.0,100.0,100.025,100.025,100.0,-0.28702993437713076,0.045372619352851196
05766,2018,69.29,Nordrhein-Westfalen,51.98091971038624,8.950770644143184,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,69.29,6662.292338067177,16.573416,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,138.44937,18.227062,9.0,17139734.0,195.0615252904903,67.58305823046362,93.1,96.7,94.2,99.3,96.425,101.7,-0.9011519524655682,0.004184700546925102
05766,2019,78.07,Nordrhein-Westfalen,51.98091971038624,8.950770644143184,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,78.07,6162.053765257481,14.985108,258.0,15.0,121.0,90.0,102.65,110.55,177.12875,17.29018,6.0,15026255.0,195.0615252904903,67.58305823046362,102.7,95.4,96.925,99.125,98.025,109.125,0.3888324554384326,-0.11570511202536005
05766,2020,86.25,Nordrhein-Westfalen,51.98091971038624,8.950770644143184,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,86.25,5497.014449406644,14.427633,269.0,8.0,105.0,100.0,100.0,100.0,207.24437,17.114798,3.0,14779740.0,195.0615252904903,67.58305823046362,101.9,90.0,102.65,99.1,100.5,110.55,0.6723249593057972,0.162389375748635
05766,2021,84.65,Nordrhein-Westfalen,51.98091971038624,8.950770644143184,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,84.65,5362.845636025148,14.630125,257.0,22.0,129.0,105.1,114.25,118.325,261.69812,16.507326,0.0,13692310.0,195.0615252904903,67.58305823046362,100.0,100.0,100.0,100.025,100.025,100.0,-0.23028181727346464,0.03187805042268388
05974,2018,76.73,Nordrhein-Westfalen,51.56418386614568,8.216974214302548,102.7,95.4,96.925,109.125,99.125,98.025,61700.0,3958100.0,641.7,76.73,7377.654655792964,16.63595,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,136.38777,18.605673,11.0,17169294.0,184.8455356969452,63.28052138138053,93.1,96.7,94.2,99.3,96.425,101.7,-0.9106262144348989,0.024699010657408982
05974,2019,82.92,Nordrhein-Westfalen,51.56418386614568,8.216974214302548,101.9,90.0,102.65,110.55,99.1,100.5,59300.0,4453200.0,751.3,82.92,6544.863561100941,15.034427,258.0,15.0,121.0,90.0,102.65,110.55,208.51111,17.365023,5.0,15310367.0,184.8455356969452,63.28052138138053,102.7,95.4,96.925,99.125,98.025,109.125,0.31248687483315507,-0.011388722187362088
05974,2020,86.72,Nordrhein-Westfalen,51.56418386614568,8.216974214302548,100.0,100.0,100.0,100.0,100.025,100.025,50700.0,4031400.0,795.5,86.72,5526.969194812106,14.574643,269.0,8.0,105.0,100.0,100.0,100.0,202.76889,17.413952,4.0,14820248.0,184.8455356969452,63.28052138138053,101.9,90.0,102.65,99.1,100.5,110.55,0.6394259290107698,0.18392084403358888
05974,2021,86.45,Nordrhein-Westfalen,51.56418386614568,8.216974214302548,114.3,105.1,114.25,118.325,101.675,103.975,54300.0,4656100.0,857.1,86.45,5476.881337677189,14.76481,257.0,22.0,129.0,105.1,114.25,118.325,318.0939,16.563593,0.0,13773727.0,184.8455356969452,63.28052138138053,100.0,100.0,100.0,100.025,100.025,100.0,-0.23786435799269157,0.01056192643532916
06432,2018,57.0,Hessen,49.85515735408605,8.796330813098015,102.7,95.4,96.925,109.125,99.125,98.025,17800.0,1122200.0,629.7,57.0,1611.2434467028054,17.869322,259.40162601626014,17.297560975609755,122.63577235772358,95.4,96.925,109.125,97.137505,20.346949,15.0,18144784.0,189.481084601446,51.88960179488917,93.1,96.7,94.2,99.3,96.425,101.7,-0.6596623413727798,0.14433855581382993
